geocodigo_1,geocodigo_2,distancia,AER,FER,HID,ROD,FRO
1713205,1718709,0.2655073721365879,False,True,True,True,True
3502200,3509452,0.12041594578778612,False,True,False,True,True
5215306,5222005,0.3535941003084965,False,True,False,True,True
1718204,1713205,1.1393784196015355,False,True,True,True,True
3502200,3522307,0.3741710838641209,False,True,False,True,True
3539509,3506102,0.263910966687626,False,True,False,True,True
3546504,3514007,0.05408326918743369,False,True,False,True,True
1721257,1708254,0.33980122594609136,False,True,False,True,True
3529302,3514007,0.0904433533876606,False,True,False,True,True
5217401,5215306,0.27069550275373,False,True,False,True,True
1721257,1709302,0.34712329216385146,False,True,True,True,True
1721257,1718709,0.501848169746053,False,True,True,False,True
3507506,3502309,0.33246503126494403,False,True,True,True,True
3506904,3502309,0.3393081173093274,False,True,False,True,True
3503208,3529302,0.2694086094763888,False,True,False,True,True
3514106,3554706,0.21936498949012037,False,True,False,True,True
3103504,3170206,0.284604988782697,False,True,False,True,True
1721307,1709302,0.5812165919755966,False,True,True,False,True
5217401,5221809,0.17818955978326934,False,True,False,True,True
1715705,1721307,0.5768196303670604,False,True,True,False,True
3103504,5201207,0.3136367325426033,False,True,False,False,True
2112852,2111532,0.30700535127416906,False,True,True,True,True
5206602,5201207,0.10049875553458569,False,True,True,True,True
5221809,5215306,0.4411074452549413,False,True,False,False,True
5221809,5210109,0.25583872287492776,False,True,False,True,True
3539509,3551702,0.24533588224306763,False,True,False,True,True
5205109,5208509,0.14530091485175445,False,True,False,True,True
5210109,5205109,0.5000383370928339,False,True,False,True,True
3505609,3551702,0.16644551859262888,False,True,False,True,True
3503208,3501707,0.10186265258670756,False,True,False,True,True
3505609,3524303,0.16936646377594283,False,True,False,True,True
3554706,3507902,0.1480810585996726,False,True,False,True,True
3512308,3502309,0.25403150271570496,False,True,True,True,True
3505609,3540903,0.19190883201159267,False,True,False,True,True
5206602,5208509,0.14579437484347302,False,True,True,True,True
3540200,3539509,0.1855289694899444,False,True,False,True,True
5215306,5210109,0.6967793640171861,False,True,False,True,True
3518859,3540903,0.14081193131255587,False,True,False,True,True
3501707,3546900,0.04295346277077099,False,True,False,True,True
3524600,3509254,0.11684189805686968,False,True,False,True,True
1702109,1707702,0.729772418603204,False,True,False,False,True
1715705,1702109,0.7211674348857976,False,True,False,False,True
3546900,3543709,0.09885848471426087,False,True,False,True,True
3503208,3519303,0.23664333843739696,False,True,False,True,True
1703008,1702109,0.44869380132925824,False,True,False,True,True
3518859,3543709,0.09585927185202305,False,True,False,True,True
3540200,3551702,0.11219832724729834,False,True,False,True,True
3524600,3542602,0.2574687977000234,False,True,False,True,True
3548906,3519303,0.12865704660583044,False,True,False,True,True
5221858,5212501,0.17687579980835977,False,True,False,True,True
5221858,5300108,0.2957019691590749,False,True,False,True,True
3512308,3537503,0.07032780389007076,False,True,False,True,True
3522307,3554003,0.30677679182102335,False,True,False,True,True
5210109,5212501,1.4971355492702867,False,True,False,False,True
5215306,5212501,0.8817505964391721,False,True,False,True,True
3537503,3526407,0.14141074923779884,False,True,False,True,True
2103257,2112852,0.35426981817130304,False,True,True,True,True
3543402,3551702,0.20488739992942048,False,True,False,True,True
3523602,3507902,0.3055764973684964,False,True,False,True,True
3544905,3534302,0.07144928133990958,False,True,False,True,True
5212501,5206206,0.6233694858690416,False,True,False,True,True
3549409,3534302,0.14263589988508318,False,True,False,True,True
3544905,3525102,0.256889091002297,False,True,False,True,True
3103504,3124807,0.5066675217894672,False,True,False,True,True
3170107,3520103,0.33627446002322753,False,True,True,False,True
3503000,3520103,0.06525942265579343,False,True,False,True,True
3503000,3524105,0.25052999699072664,False,True,False,False,True
3549409,3517703,0.15610893690623026,False,True,False,True,True
3524105,3517703,0.09884330991022701,False,True,False,True,True
3525854,3526407,0.06463745044470952,False,True,True,True,True
3523602,3548906,0.24464055237020485,False,True,False,True,True
3543402,3525102,0.16648123017322655,False,True,False,True,True
3523602,3543907,0.3059542380945235,False,True,False,True,True
3511508,3525854,0.08765842800324358,False,True,True,True,True
3542602,3526100,0.26752569970005097,False,True,False,True,True
3543907,3521101,0.159965616368031,False,True,False,True,True
3521002,3554003,0.16810710871346207,False,True,False,True,True
3145000,3170107,0.6464268059278074,False,True,False,True,True
3507001,3511508,0.13823168956510792,False,True,False,True,True
3507001,3521002,0.06912307863504287,False,True,False,True,True
3543402,3513108,0.18112150617748346,False,True,False,True,True
3551504,3513108,0.18528356645956326,False,True,False,True,True
3513108,3551405,0.1655596569216031,False,True,False,True,True
3551504,3543402,0.21652944372534852,False,True,False,False,True
3551405,3550902,0.1686683135624465,False,True,False,True,True
3143104,3124807,0.19251319764503988,False,True,False,True,True
1703008,1706506,0.49471101858842703,False,True,True,False,True
3145000,3156908,0.7419274939300099,False,True,False,True,True
3507001,3540606,0.16287418457205724,False,True,False,True,True
3529906,3526100,0.1793621716181971,False,True,False,True,True
2110856,2103257,0.400333903414418,False,True,False,True,True
3551504,3551405,0.10440306508900987,False,True,False,True,True
3543907,3546702,0.055470711605259855,False,True,False,True,True
3521002,3552205,0.27652305509673386,False,True,False,True,True
3501004,3551405,0.34364080083707094,False,True,False,False,True
1713809,1706506,0.2273243469593903,False,True,True,True,True
2110856,2100055,0.2027538506622546,False,True,False,True,True
3545803,3538709,0.2367825917798759,False,True,False,True,True
3157708,3156908,0.5670678431300583,False,True,True,True,True
3546702,3512407,0.07716216500335472,False,True,False,True,True
1713809,1700301,0.08780831949062348,False,True,False,True,True
3143104,3156403,0.18393434626865,False,True,False,True,True
2104057,1700301,0.03327288449754105,False,True,True,True,True
3547601,3550902,0.18809572031282293,False,True,False,True,True
2104552,2105302,0.2578512782666834,False,True,True,False,True
2103752,2105302,0.0765466778451545,False,True,False,True,True
2110856,2105302,0.3976128983595226,False,True,False,True,True
3523909,3540606,0.2302737501323378,False,True,True,True,True
3526902,3512407,0.09956906984598729,False,True,False,True,True
3157708,3149804,0.23900710673276682,False,True,False,True,True
2104552,2109551,0.1852054872050342,False,True,True,True,True
2105500,2105302,0.09022700544883895,False,True,False,True,True
2104057,2109007,0.21932279582677888,False,True,True,True,True
2102556,2109551,0.24215560030596933,False,True,True,True,True
3547601,3553302,0.2484854120465692,False,True,False,True,True
3501608,3526902,0.18792816515361,False,True,False,True,True
3533403,3545803,0.12041594186817056,False,True,False,True,True
2102556,2109007,0.17239718622203087,False,True,True,True,True
3501608,3533403,0.052402316799947384,False,True,False,True,True
3545209,3523909,0.06413267497939251,False,True,True,True,True
3501152,3552205,0.19875864761059509,False,True,False,True,True
3143104,3148103,0.55489369131841,False,True,False,True,True
3529906,3537206,0.22710891442567005,False,True,False,True,True
3533403,3552403,0.052697247954708544,False,True,False,True,True
3528403,3523909,0.3049262205844946,False,True,False,True,True
3545209,3520509,0.13069812546475373,False,True,False,True,True
3501004,3547908,0.23119256043381464,False,True,False,True,True
3552403,3519071,0.05920303747275249,False,True,False,True,True
3501152,3528403,0.07976214641043759,False,True,False,True,True
3149804,3104007,0.42358526967643756,False,True,False,True,True
3553302,3510807,0.20026232796001314,False,True,False,True,True
3523305,3537206,0.060638271743179546,False,True,False,True,True
3164704,3501004,0.39820843808491607,False,True,False,True,True
3528403,3550605,0.050921508225897597,False,True,False,True,True
3509502,3519071,0.19498607985551805,False,True,False,True,True
3520509,3509502,0.11635947442379785,False,True,False,True,True
3513009,3550605,0.22865038814749553,False,True,False,True,True
3523305,3537602,0.17870926109186627,False,True,False,True,True
3500303,3510807,0.30442402175916483,False,True,False,True,True
3522505,3550605,0.20199257412093197,False,True,False,True,True
3509502,3556206,0.10956120893108069,False,True,False,True,True
3524709,3509502,0.3471839967283186,False,True,False,True,True
3556701,3556206,0.039951117578125764,False,True,False,True,True
3530706,3557303,0.09795934478629488,False,True,False,True,True
3524709,3548005,0.12037025988183071,False,True,False,True,True
3548005,3530805,0.17831713278304123,False,True,False,True,True
3530706,3530805,0.06209669852737826,False,True,False,True,True
3527306,3556701,0.06092618484700066,False,True,False,True,True
3525904,3527306,0.12037026210813205,False,True,False,True,True
3530706,3500303,0.3151793146830249,False,True,False,True,True
3549102,3500303,0.20214108555165358,False,True,False,True,True
3522208,3513009,0.13292479076530433,False,True,False,False,True
3537602,3522109,0.24989997999199298,False,True,False,True,True
3522208,3549953,0.16532392446354532,False,True,False,True,True
3522505,3525003,0.03744329045369757,False,True,False,True,True
3164704,3152907,0.21560147959603584,False,True,False,True,True
3525003,3505708,0.03190611226708821,False,True,False,True,True
3525904,3556503,0.06132699242588544,False,True,False,True,True
3510609,3505708,0.04176122603554623,False,True,True,True,True
2102036,2100055,0.7895237504505455,False,True,False,True,True
3522208,3515103,0.12111564721372794,False,True,False,True,True
3129509,3104007,0.405729484212971,False,True,False,True,True
3152907,3133758,0.10916500572059643,False,True,False,True,True
3534401,3510609,0.04512205669083031,False,True,False,True,True
3509601,3556503,0.04428317965098419,False,True,False,False,True
3166808,3148103,0.35182385197226795,False,True,False,True,True
3550308,3515103,0.31306123175671086,False,True,False,True,True
3534401,3550308,0.14729226229175058,False,True,True,True,True
3509601,3516309,0.08542247947701,False,True,False,True,True
3550308,3509007,0.22107805644910894,False,True,False,True,True
2102002,2102036,1.560103954860596,False,True,False,True,True
3516408,3509007,0.044271886926130835,False,True,False,True,True
3147907,3133758,0.14340152340892232,False,True,False,True,True
3516408,3516309,0.04386342439892212,False,True,False,True,True
3531100,3522109,0.18505155961229364,False,True,False,True,True
3500402,3549102,0.08709190547917833,False,True,False,True,True
3151800,3500402,0.21572436116489,False,True,False,True,True
3551009,3550308,0.46605530650838967,False,True,False,False,True
3166808,3129509,0.40177896375705485,False,True,False,True,True
3541000,3531100,0.19415685406355981,False,True,False,True,True
3541000,3551009,0.08396361113876825,False,True,False,True,True
3550308,3548807,0.11333062948306932,False,True,False,True,True
3518800,3550308,0.15358192238355417,False,True,True,True,True
3547809,3548807,0.043011626335181616,False,True,False,True,True
3529401,3547809,0.09012363788477175,False,True,False,True,True
2102002,2102325,1.1488932462325467,False,True,False,False,True
3513504,3551009,0.03566773890663761,False,True,False,True,True
3529401,3543303,0.06161690385575814,False,True,False,True,True
3543303,3544103,0.03907126755526186,False,True,False,True,True
3513504,3548500,0.08172963810230378,False,True,False,True,True
3547809,3544103,0.16419167394274797,False,True,False,True,True
3523107,3550308,0.3018124427384169,False,True,False,True,True
3551009,3548500,0.055773236114553745,False,True,False,True,True
3552502,3543303,0.18943823017146516,False,True,False,True,True
3523107,3539806,0.037008349388319296,False,True,True,True,True
3552502,3539806,0.041953150376790795,False,True,True,True,True
3153004,3129509,0.31144258873432595,False,True,False,True,True
3111507,3153004,0.21782058022678505,False,True,False,True,True
3513504,3547809,0.2896905918314816,False,True,False,False,True
3548500,3518701,0.12932499773098952,False,True,True,True,True
3523107,3530607,0.15900204229318246,False,True,False,True,True
2100477,2102325,0.8929256572572978,False,True,False,True,True
3518305,3530607,0.20872654710487515,False,True,False,True,True
3168200,3119807,0.1310012540327024,False,True,False,True,True
3111507,3119807,0.294726340617456,False,True,False,True,True
3518305,3524402,0.13872500616654096,False,True,False,True,True
3168200,3105103,0.12574608223044378,False,True,False,True,True
3549904,3524402,0.12418089615271155,False,True,False,True,True
2102002,2100477,0.2682069135207813,False,True,False,False,True
3130309,3105103,0.31461087075933325,False,True,False,True,True
3549904,3508504,0.2020744768504143,False,True,False,True,True
3130309,3104205,0.20309603639665968,False,True,True,True,True
2112274,2100477,0.21100055415483696,False,True,False,True,True
3508504,3554102,0.14982159839629886,False,True,False,True,True
3135308,3104205,0.14552319402762093,False,True,False,True,True
3135308,3137205,0.12491997438360046,False,True,False,True,True
2108504,2112274,0.3017803347699908,False,True,False,True,True
3554805,3554102,0.07194632767546716,False,True,False,True,True
3554805,3538006,0.09690021058150265,False,True,False,True,True
3126109,3104205,0.2142265156324011,False,True,False,True,True
2108504,2109908,0.06496776400620997,False,True,False,True,True
3160405,3137205,0.2580620080523284,False,True,False,True,True
3112000,3126109,0.33809614017313216,False,True,False,True,True
3169307,3170701,0.22944498251214843,False,True,False,True,True
3544301,3538006,0.15885514348361182,False,True,False,True,True
2106904,2109908,0.22228360926220292,False,True,False,True,True
3502507,3544301,0.09095829626066536,False,True,False,True,True
3112000,3111200,0.1300038460969503,False,True,False,True,True
3540754,3502507,0.021801640838974994,False,True,False,True,True
3502507,3518404,0.048407533418345895,False,True,False,True,True
3169307,3113909,0.23777510394899076,False,True,False,True,True
3111200,3111903,0.15620819440741587,False,True,False,True,True
3113909,3144607,0.2253197728208595,False,True,False,True,True
3518404,3527207,0.10884626946041397,False,True,False,True,True
2106904,2105153,0.1668333761231722,False,True,False,True,True
3138203,3113909,0.32056233034495785,False,True,False,True,True
3122306,3160405,0.4130179132181944,False,True,False,True,True
3149903,3111903,0.11480853706062498,False,True,False,True,True
3509957,3527207,0.07490885347425495,False,True,False,True,True
3154705,3138203,0.09065294032279533,False,True,False,True,True
3154705,3149903,0.10412012169592334,False,True,False,True,True
3508603,3509957,0.05992922224859513,False,True,False,True,True
2105153,2112902,0.36098385419115675,False,True,True,True,True
3508603,3513405,0.10429835970914668,False,True,False,True,True
3130408,3138203,0.0958555878201462,False,True,False,True,True
3526605,3513405,0.05606289434448196,False,True,False,True,True
3122306,3164605,0.18285614808133813,False,True,False,True,True
3116605,3133501,0.36135966294082594,False,True,False,True,True
3108008,3130408,0.21859958446896033,False,True,False,True,True
3133501,3164605,0.23119256043393457,False,True,False,True,True
3133501,3114006,0.26866344418235294,False,True,False,True,True
3138203,3134301,0.14023368493802046,False,True,False,True,True
3130804,3134301,0.09735447099721566,False,True,False,True,True
3108008,3130002,0.12161210169694747,False,True,False,True,True
3145604,3159902,0.2665667218285302,False,True,False,True,True
3526605,3541901,0.13213195900105476,False,True,False,True,True
3145604,3114006,0.14487516574760084,False,True,False,True,True
2101004,2112902,0.09576167812334818,False,True,True,True,True
3130804,3138708,0.11032644676896432,False,True,False,True,True
3108008,3159902,0.18304659542804555,False,True,False,True,True
3122306,3114204,0.12381161593595183,False,True,False,True,True
3170800,3151206,0.32943891630785394,False,True,True,True,True
3138708,3134509,0.3260813367304797,False,True,False,False,True
3114600,3138708,0.2600940822614295,False,True,False,True,True
3114600,3120805,0.387430377251531,False,True,False,True,True
3304201,3541901,0.30519797758229134,False,True,False,True,True
3141900,3120805,0.25996948680209797,False,True,False,True,True
3170800,3138104,0.3270015286325117,False,True,True,True,True
3133808,3114204,0.21569473020042054,False,True,False,True,True
3304201,3302254,0.09193405113001153,False,True,False,True,True
2106755,2101004,0.22484909008073656,False,True,False,True,True
2105401,2106755,0.2861271557954829,False,True,True,True,True
3165305,3141900,0.15768444962102024,False,True,False,True,True
2105401,2100709,0.2946014913943693,False,True,False,True,True
3119104,3138104,0.5076767849195151,False,True,True,True,True
3133808,3140704,0.18127258592723652,False,True,False,True,True
3120904,3119104,0.376809195160937,False,True,False,True,True
2102705,2106755,0.2120091676037459,False,True,False,False,True
3165305,3102803,0.1408997510389024,False,True,False,True,True
2105401,2110203,0.25829782184473105,False,True,True,True,True
3140704,3136652,0.09154780172128828,False,True,False,True,True
3162500,3139102,0.3568871565931668,False,True,False,True,True
3304201,3304110,0.1862458093966206,False,True,False,True,True
2101251,2111300,0.4464959206037618,False,True,True,True,True
2101251,2110203,0.16146196581954528,False,True,True,True,True
3119104,3104809,0.33119530378287554,False,True,True,True,True
3102803,3139102,0.256526762597774,False,True,False,True,True
3120904,3118908,0.38504675165231633,False,True,False,True,True
3124104,3136652,0.1903826088637242,False,True,False,False,True
3106705,3136652,0.14588008774332056,False,True,False,True,True
3304110,3300407,0.16119135103703416,False,True,False,True,True
3304128,3300407,0.1432126281070402,False,True,False,True,True
2109601,2101251,0.07680343034454681,False,True,True,True,True
3156106,3162500,0.131761699349182,False,True,False,True,True
3147808,3138500,0.20150851436925943,False,True,False,False,True
2109601,2110203,0.21392768502007142,False,True,True,False,True
3118908,3103207,0.10394710193177596,False,True,False,True,True
3156106,3119708,0.10156712413262627,False,True,False,True,True
2108801,2102705,0.1769381447650816,False,True,True,True,True
3102803,3103603,0.18650297349135136,False,True,False,True,True
3147808,3304201,0.36037986785773424,False,True,False,True,True
3304128,3304201,0.22480672725172704,False,True,False,True,True
3154200,3119708,0.10288805702352115,False,True,False,True,True
3107505,3103603,0.0731300448044675,False,True,False,True,True
3304409,3300100,0.3269707021999675,False,True,False,True,True
3107505,3138500,0.1479323497954144,False,True,False,True,True
3167202,3103207,0.2670018726526084,False,True,False,True,True
3304128,3147808,0.201896953027801,False,True,False,False,True
3147808,3159308,0.1540251890822773,False,True,False,True,True
3107505,3159308,0.22082532389213205,False,True,False,True,True
3109006,3140159,0.08796984797440922,False,True,False,True,True
2108801,2103604,0.4186368809089859,False,True,True,True,True
3154200,3137403,0.16031712955100783,False,True,False,True,True
3165537,3140159,0.0478495570036181,False,True,False,True,True
3104809,3109204,0.2515253456970076,False,True,False,True,True
3109204,3136405,0.11527792596156675,False,True,False,True,True
3302601,3300100,0.2758191247406333,False,True,False,True,True
3153608,3167202,0.09338094023941144,False,True,False,True,True
3304409,3300407,0.20124312224036547,False,True,False,True,True
3306305,3300407,0.09218476897763167,False,True,False,True,True
3112505,3141108,0.0538022784090463,False,True,False,True,True
3153608,3141108,0.10607544484941293,False,True,False,True,True
3137403,3123908,0.24307204484504236,False,True,False,True,True
3165537,3129806,0.08720488545052084,False,True,False,True,True
3118601,3106705,0.1484318025222104,False,True,False,True,True
3141108,3149309,0.07102112361825597,False,True,False,True,True
3142304,3109006,0.23963061246516662,False,True,False,True,True
3106408,3142304,0.08046889846731707,False,True,False,True,True
3306305,3303955,0.09000121005770488,False,True,False,True,True
3106200,3118601,0.11046848415846917,False,True,False,True,True
3107307,3136405,0.741585463237964,False,True,False,True,True
3106200,3129806,0.16935540480557917,False,True,False,True,True
3123908,3160900,0.1257438562420913,False,True,False,True,True
3162955,3149309,0.12096693763173678,False,True,False,True,True
3106408,3135407,0.1336009910738203,False,True,False,True,True
2112100,2103604,0.2227955334703199,False,True,True,True,True
3106200,3144805,0.14111838601777238,False,True,False,True,True
3160900,3135407,0.09647167786426682,False,True,False,True,True
3123809,3107307,0.22246668186975113,False,True,False,True,True
3135407,3118007,0.12973972702245357,False,True,False,True,True
3162955,3171204,0.03324154027715909,False,True,False,True,True
3303955,3300308,0.19263439866727713,False,True,False,True,True
2103307,2112100,0.2063382779404664,False,True,True,True,True
3171204,3157807,0.10615083607765312,False,True,False,False,True
3106200,3157807,0.1572708900472738,False,True,True,True,True
3302601,3302007,0.2668061487449304,False,True,False,True,True
3106200,3156700,0.14448898405158989,False,True,False,True,True
3153905,3144805,0.047010637094172726,False,True,False,True,True
3156700,3144805,0.10770329614269109,False,True,False,True,True
3113107,3113206,0.10276956487181109,False,True,False,True,True
3118304,3118007,0.17537548278750856,False,True,False,True,True
3154804,3144805,0.11725565118647474,False,True,False,True,True
3156700,3157807,0.12406449935416518,False,True,False,True,True
3120409,3113107,0.0800183134794887,False,True,False,True,True
3146107,3118007,0.3707430575631072,False,True,False,True,True
3302809,3300308,0.1018370182153357,False,True,False,False,True
3105608,3101631,0.07026362109413521,False,True,False,True,True
3154804,3131901,0.16559263976467758,False,True,False,True,True
3146107,3131901,0.3258108442994162,False,True,False,True,True
3118304,3120409,0.17217936224914557,False,True,False,True,True
3300308,3306206,0.16189917722789993,False,True,False,True,True
3154408,3101631,0.08393322668863877,False,True,False,True,True
3154408,3113206,0.116459034309887,False,True,False,True,True
3105608,3102902,0.1059453439248164,False,True,False,True,True
3304557,3302007,0.5914561747001007,False,True,False,True,True
3305554,3302007,0.14590344988150003,False,True,False,True,True
3143302,3126703,0.4424111824403893,False,True,False,True,True
3110004,3156700,0.137131323919811,False,True,False,True,True
3112703,3126703,0.27131363617369253,False,True,False,True,True
3160702,3102902,0.24197731584510426,False,True,False,False,True
3301801,3302809,0.0685134574448298,False,True,False,True,True
3127354,3143302,0.20554343568457364,False,True,False,True,True
3146107,3145901,0.22964073078379543,False,True,False,True,True
3127354,3107307,0.2832874047441216,False,True,False,True,True
3306107,3306206,0.16957234220861675,False,True,False,True,True
3303609,3302270,0.06775939915218883,False,True,False,True,True
3303609,3301801,0.06918336690242766,False,True,False,True,True
3305554,3302270,0.10992500252057111,False,True,False,True,True
3302908,3302270,0.26516455806974965,False,True,False,True,True
3303609,3302908,0.2845279583386815,False,True,False,True,True
2103000,2103307,0.6908175186180031,False,True,True,True,True
3105400,3110004,0.19453685510267194,False,True,False,True,True
3304144,3302270,0.10965411757796269,False,True,False,True,True
3304144,3303500,0.09180927439393549,False,True,False,True,True
3135100,3112703,0.6590924071736622,False,True,False,True,True
3125002,3160702,0.10188140817530116,False,True,False,True,True
3125002,3136702,0.25428908001040323,False,True,False,True,True
3140001,3146107,0.08660830908540648,False,True,False,True,True
3105400,3157203,0.07316297464928714,False,True,False,True,True
3302858,3303500,0.06800601063212107,False,True,False,True,True
3300456,3303500,0.10215228732517938,False,True,False,True,True
3302858,3303203,0.024421174923170072,False,True,False,True,True
3140001,3115359,0.30396841761045346,False,True,False,True,True
3303203,3304557,0.24195308925226922,False,True,False,True,True
3302858,3305109,0.06721806125760581,False,True,False,True,True
3303708,3306206,0.4480636381097135,False,True,False,True,True
3300456,3305109,0.05107201907892345,False,True,False,True,True
3305109,3304557,0.21275268723108276,False,True,False,True,True
3106101,3167509,0.10432808714584298,False,True,False,True,True
3157203,3115359,0.1153556460542593,False,True,False,True,True
3106101,3300951,0.213041802516351,False,True,False,False,True
3140803,3167509,0.09106528238745443,False,True,False,True,True
3300456,3301702,0.10843562745957541,False,True,False,True,True
3140803,3136702,0.12294097235102956,False,True,False,True,True
3304557,3301702,0.22582412495062784,False,True,False,True,True
3145059,3135100,0.009926904901588715,False,True,False,True,True
3167509,3300951,0.11616687942536187,False,True,False,True,True
3303906,3303708,0.37061612643102704,False,True,False,True,True
3306008,3303708,0.1024067641210274,False,True,False,True,True
3145059,3152204,0.2777995853222906,False,True,False,True,True
3167509,3158607,0.1476649965749923,False,True,False,True,True
3302502,3301702,0.23874277107231348,False,True,False,True,True
3157203,3155702,0.2428609899528445,False,True,False,True,True
3306008,3300951,0.07449648275238985,False,True,False,True,True
3158607,3300951,0.09994652799187624,False,True,False,True,True
3303906,3302502,0.2113288919271521,False,True,False,True,True
3140001,3100401,0.27602428918262983,False,True,False,True,True
3306008,3116209,0.18182614154933316,False,True,False,True,True
3146552,3152204,0.21544377629368278,False,True,False,True,True
3155702,3136207,0.11900000300000003,False,True,False,True,True
3100401,3105707,0.1285524489801543,False,True,False,True,True
3106002,3136207,0.08537556009775901,False,True,False,True,True
3106002,3144706,0.08742665299940786,False,True,False,True,True
3144706,3131703,0.24296480673257548,False,True,False,True,True
2103000,2112209,0.5570230138324265,False,True,True,True,True
3301850,3302502,0.13127755447974201,False,True,False,True,True
3152105,3105707,0.18870485392092587,False,True,False,True,True
3146552,3141009,0.24743605682886324,False,True,False,True,True
3306008,3305406,0.30783509134266834,False,True,False,True,True
3116209,3305406,0.13784738071273817,False,True,False,True,True
3141009,3115474,0.10708129695863779,False,True,False,True,True
3141009,3142908,0.24073549351366527,False,True,False,True,True
3304904,3301900,0.1470535986861398,False,True,False,True,True
3103009,3144706,0.19803769851697176,False,True,False,True,True
3301850,3301900,0.23174784788412625,False,True,False,True,True
3116209,3101508,0.3826832561934353,False,True,False,True,True
3142908,3124302,0.236838077674153,False,True,False,True,True
3104601,3169901,0.20789107985066577,False,True,False,True,True
3139250,3124302,0.18553863286657551,False,True,False,True,True
3172004,3169901,0.14942069824478477,False,True,False,True,True
3152105,3102506,0.14083499878013375,False,True,False,True,True
3102506,3168507,0.15415757475312766,False,True,False,True,True
3168507,3171303,0.1076193346068572,False,True,False,True,True
3172004,3161502,0.08537702984005015,False,True,False,True,True
3104601,3122900,0.05052149506030482,False,True,False,True,True
3110202,3171303,0.09828564384667543,False,True,False,True,True
3101508,3305406,0.25254657997382696,False,True,False,False,True
2211001,2112209,0.04280082740829416,False,True,True,True,True
3116704,3161502,0.07421542497146327,False,True,False,True,True
3116704,3110202,0.0728060438457707,False,True,False,True,True
3305752,3301900,0.15820000652096702,False,True,False,True,True
3122900,3115300,0.13728856505225212,False,True,False,True,True
3135001,3103009,0.11826327957173743,False,True,False,True,True
2932606,3124302,0.22026506317477304,False,True,False,True,True
3305752,3304300,0.10536588291927777,False,True,False,True,True
3135001,3168705,0.12537491462117759,False,True,False,True,True
3103009,3168705,0.2359149311181339,False,True,False,True,True
3119401,3168705,0.06573431058435401,False,True,False,True,True
3101508,3301207,0.10071576528755853,False,True,False,True,True
3138401,3115300,0.14835803933546154,False,True,False,True,True
3101508,3172103,0.1905664924844197,False,True,False,True,True
2200400,2211001,0.3417802891880404,False,True,False,True,True
3138401,3172103,0.26614415434750555,False,True,False,True,True
2919405,2932606,0.17546887513109657,False,True,False,True,True
3119401,3131307,0.10519019402019392,False,True,False,True,True
3304300,3305604,0.2378904733679656,False,True,False,True,True
3158953,3131307,0.09660340629737611,False,True,False,True,True
3138401,3154101,0.16731838503178942,False,True,False,True,True
3158953,3131158,0.13847102833565536,False,True,False,False,True
3158953,3106309,0.164631210753476,False,True,False,True,True
3106309,3131158,0.20494746601248331,False,True,False,False,True
3146701,3154101,0.21838097016461192,False,True,False,True,True
2917409,2919405,0.17700851703287254,False,True,False,True,True
2200400,2202737,0.259384112314674,False,True,False,True,True
3106309,3109253,0.30797156354696936,False,True,False,False,True
2905008,2917409,0.4039889250065497,False,True,False,True,True
3129301,3106309,0.3481858067237939,False,True,False,False,True
3129301,3144359,0.24028625492482197,False,True,False,False,True
3304706,3146701,0.19950808612947482,False,True,False,True,True
3301306,3305604,0.2586389968928278,False,True,False,True,True
3149952,3144359,0.11312429335102521,False,True,False,True,True
2202208,2202737,0.2694747461894917,False,True,False,True,True
2905008,2926806,0.17174965982587403,False,True,False,True,True
2202208,2200301,0.43136338324898804,False,True,False,True,True
3149952,3127701,0.40557106619192357,False,True,False,True,True
3304706,3300159,0.12565145535069483,False,True,False,True,True
3300902,3300159,0.19744581650160795,False,True,False,True,True
3302106,3300902,0.19265475033144663,False,True,False,False,True
3301306,3304524,0.2540535653327803,False,True,False,True,True
2200301,2206951,0.27218529430557903,False,True,False,True,True
2920304,2926806,0.19676851335201762,False,True,False,True,True
3302403,3304524,0.22519776834354868,False,True,False,True,True
3304805,3300902,0.17726695980871848,False,True,False,True,True
2202604,2206951,0.3871209559715579,False,True,False,True,True
2920304,2904605,0.27697058137504127,False,True,False,True,True
3169505,3127701,0.33033816846066993,False,True,False,False,True
3300936,3302403,0.2244802473026224,False,True,False,True,True
3300936,3304151,0.20682826122354675,False,True,False,True,True
3301009,3304151,0.37836725188892023,False,True,False,True,True
3169505,3127305,0.10521859103826967,False,True,True,False,True
3301009,3304805,0.4547294327291337,False,True,False,True,True
3169505,3118403,0.26048639783178973,False,True,False,True,True
3301009,3203403,0.7008336958867419,False,True,False,True,True
2904605,2902005,0.3070184722562526,False,True,False,True,True
3301009,3301157,0.4052921159574406,False,True,False,True,True
2202026,2202604,0.45195646335952006,False,True,False,True,True
3203809,3203403,0.11377134589984723,False,True,False,True,True
3118403,3154309,0.26842493034396536,False,True,False,True,True
2931004,2902005,0.46320123223383286,False,True,False,True,True
3203809,3200706,0.1583243245199706,False,True,False,True,True
3154309,3134103,0.07306617593223166,False,True,False,True,True
3201209,3200706,0.09335480371870873,False,True,False,True,True
2908804,2931004,0.32858168128882087,False,True,False,True,True
2914307,2902807,0.4996683593445014,False,True,False,True,True
3101102,3134103,0.18561763174871915,False,True,False,True,True
2202026,2304103,0.4511252136869953,False,True,False,True,True
2908804,2902807,0.31790361208440054,False,True,False,True,True
3200805,3101102,0.05541453012605593,False,True,False,True,True
